BookID,title,ean_isbn13,upc_isbn10,description,publisher,publish_date
196,"Everything She Ever Wanted: A True Story of Obsessive Love, Murder, and Betrayal",9780671690717.0,067169071X,"WAS SHE A SWEET SOUTHERN CHARMER?  OR A COLD-BLOODED KILLER?  For their wedding portrait, petite Pat Taylor and handsome Tom Allanson posed as Rhett and Scarlett. Both came from fine Southern families, and dreamed of the Tara-like plantation where they would grow roses, raise horses, and move in the genteel circles of Atlanta society. Less than two months later, their dream exploded in terror and murder: their beautiful home mysteriously burned to the ground and Tom was convicted of the brutal slaying of his mother and father.  Pat&#039;s only brother had died in a puzzling suicide, her grandparents-in-law were poisoned with arsenic, and no one -- from her wealthy employers to her own children -- was safe when Pat Allanson didn&#039;t get her way. It took Georgia lawmen more than two decades to stop her for good -- if indeed they have.  In this fascinating account, Ann Rule delivers a tour de force: a whirlwind of misguided love, denial, guilt, and passions out of control; a series of brilliantly manipulated crimes; the bizarre and horrifying tale of two families brought to ruin; and, at the center of it all, the heartless, supremely selfish sociopath whose evil hid behind soft words and gentle manners, but who destroyed -- without mercy -- those who loved her.",Pocket Books,1993-12-01
197,The Green Mile,9780671041786.0,671041789,"Welcome to Cold Mountain Penitentiary, home to the Depression-worn men of E Block. Convicted killers all, each awaits his turn to walk the Green Mile, keeping a date with ""Old Sparky,"" Cold Mountain's electric chair. Prison guard Paul Edgecombe has seen his share of oddities in his years working the Mile. But he's never seen anyone like John Coffey, a man with the body of a giant and the mind of a child, condemned for a crime terrifying in its violence and shocking in its depravity. In this place of ultimate retribution, Edgecombe is about to discover the terrible, wondrous truth about Coffey, a truth that will challenge his most cherished beliefs...and yours.",Pocket Books,
198,Jaws (Penguin Readers (Graded Readers)),9780140816686.0,140816682,"This Level 2, Elementary &quot;Penguin Reader&quot; contains 500 words and tells the story of Amity, a quiet town near New York, that gets terrorized by a Great White Shark. Policeman Brody is a good policeman and tries to close the beaches, but people won&#039;t listen to him. &quot;Penguin Readers&quot; is a series of simplified stories which introduces the reader step-by-step to classics, best-sellers, film-titles and original stories. Each text contains exercises, an introduction and information about the syllabus. They are published at six levels, from Beginner (300 words) to Advanced (3000 words).",Penguin,1998-02-26
199,Harry Potter and the Half Blood Prince,9780439784542.0,439784549,"The war against Voldemort is not going well; even the Muggles have been affected. Dumbledore is absent from Hogwarts for long stretches of time, and the Order of the Phoenix has already suffered losses. And yet . . . as with all wars, life goes on. Sixth-year students learn to Apparate. Teenagers flirt and fight and fall in love. Harry receives some extraordinary help in Potions from the mysterious Half-Blood Prince. And with Dumbledore's guidance, he seeks out the full, complex story of the boy who became Lord Voldemort -- and thus finds what may be his only vulnerability.",Arthur A. Levine Books,2005-01-01
200,For White Folks Who Teach in the Hood... and the Rest of Y'all Too: Reality Pedagogy and Urban Education,9780807006405.0,807006408,"Merging real stories with theory, research, and practice, a prominent scholar offers a new approach to teaching and learning for every stakeholder in urban education.Drawing on his own experience of feeling undervalued and invisible in classrooms as a young man of color and merging his experiences with more than a decade of teaching and researching in urban America, award-winning educator Christopher Emdin offers a new lens on an approach to teaching and learning in urban schools. He begins by taking to task the perception of urban youth of color as unteachable, and he challenges educators to embrace and respect each students culture and to reimagine the classroom as a site where roles are reversed and students become the experts in their own learning.Putting forth his theory of Reality Pedagogy, Emdin provides practical tools to unleash the brilliance and eagerness of youth and educators alikeboth of whom have been typecast and stymied by outdated modes of thinking about urban education. With this fresh and engaging new pedagogical vision, Emdin demonstrates the importance of creating a family structure and building communities within the classroom, using culturally relevant strategies like hip-hop music and call-and-response, and connecting the experiences of urban youth to indigenous populations globally. Merging real stories with theory, research, and practice, Emdin demonstrates how by implementing the Seven Cs of reality pedagogy in their own classrooms, urban youth of color benefit from truly transformative education.Lively, accessible, and revelatory, For White Folks Who Teach in the Hood...and the Rest of Yall Too is the much-needed antidote to traditional top-down pedagogy and promises to radically reframe the landscape of urban education for the better.",Beacon Press,2016-03-22
201,World War Z (Mass Market Movie Tie-In Edition): An Oral History of the Zombie War,9780770437404.0,97807704374,"Now a major motion pictureThe Zombie War came unthinkably close to eradicating humanity. Max Brooks, driven by the urgency of preserving the acid-etched first-hand experiences of the survivors from those apocalyptic years, traveled across the United States of America and throughout the world, from decimated cities that once teemed with upwards of thirty million souls to the most remote and inhospitable areas of the planet. He recorded the testimony of men, women, and sometimes children who came face-to-face with the living, or at least the undead, hell of that dreadful time. World War Z is the result. Never before have we had access to a document that so powerfully conveys the depth of fear and horror, and also the ineradicable spirit of resistance, that gripped human society through the plague years.Ranging from the now infamous village of New Dachang in the United Federation of China, where the epidemiological trail began with the twelve-year-old Patient Zero, to the unnamed northern forests where untold numbers sought a terrible and temporary refuge in the cold, to the United States of Southern Africa, where the Redeker Plan provided hope for humanity at an unspeakable price, to the west-of-the-Rockies redoubt where the North American tide finally started to turn, this invaluable chronicle reflects the full scope and duration of the Zombie War. Most of all, the book captures with haunting immediacy the human dimension of this epochal event. Facing the often raw and vivid nature of these personal accounts requires a degree of courage on the part of the reader, but the effort is invaluable because, as Mr. Brooks says in his introduction, &ldquo;By excluding the human factor, aren&rsquo;t we risking the kind of personal detachment from history that may, heaven forbid, lead us one day to repeat it? And in the end, isn&rsquo;t the human factor the only true difference between us and the enemy we now refer to as &lsquo;the living dead&rsquo;?&rdquo;Note: Some of the numerical and factual material contained in this edition was previously published under the auspices of the United Nations Postwar Commission.Eyewitness reports from the first truly global war&ldquo;I found &lsquo;Patient Zero&rsquo; behind the locked door of an abandoned apartment across town. . . . His wrists and feet were bound with plastic packing twine. Although he&rsquo;d rubbed off the skin around his bonds, there was no blood. There was also no blood on his other wounds. . . . He was writhing like an animal; a gag muffled his growls. At first the villagers tried to hold me back. They warned me not to touch him, that he was &lsquo;cursed.&rsquo; I shrugged them off and reached for my mask and gloves. The boy&rsquo;s skin was . . . cold and gray . . . I could find neither his heartbeat nor his pulse.&rdquo; &mdash;Dr. Kwang Jingshu, Greater Chongqing, United Federation of China&ldquo;&lsquo;Shock and Awe&rsquo;? Perfect name. . . . But what if the enemy can&rsquo;t be shocked and awed? Not just won&rsquo;t, but biologically can&rsquo;t! That&rsquo;s what happened that day outside New York City, that&rsquo;s the failure that almost lost us the whole damn war. The fact that we couldn&rsquo;t shock and awe Zack boomeranged right back in our faces and actually allowed Zack to shock and awe us! They&rsquo;re not afraid! No matter what we do, no matter how many we kill, they will never, ever be afraid!&rdquo; &mdash;Todd Wainio, former U.S. Army infantryman and veteran of the Battle of Yonkers&ldquo;Two hundred million zombies. Who can even visualize that type of number, let alone combat it? . . . For the first time in history, we faced an enemy that was actively waging total war. They had no limits of endurance. They would never negotiate, never surrender. They would fight until the very end because, unlike us, every single one of them, every second of every day, was devoted to consuming all life on Earth.&rdquo; &mdash;General Travis D&rsquo;Ambrosia, Supreme Allied Commander, Europe",Broadway,2013-05-21
202,In Focus: National Geographic Greatest Portraits (National Geographic Collectors Series),9781426206474.0,142620647X,"The Collectors Series edition of In Focus is simply the existing book at a smaller trim size. This magnificent collection of 280 photographs by many of the world&#039;s greatest photographers tells the tale of portrait photography over time in page after page of arresting images. Each photograph stands proudly on its own, yet taken together, they tell a much more complex and subtle story of the ever-evolving art form in constant creative response to new ideas, new eras, and new technologies.",National Geographic,2010-09-21
203,Charlotte's Web with Stuart Little and The Trumpet of the Swan,9780061125577.0,61125571,"Three classic stories in one volume! These exquisitely written storries, filled with humor &amp; beauty, will continue to captivate children of all ages for years to come.",HarperCollins,2006-10-31
204,Humans of New York: Stories,9781250058904.0,1250058902,"In the summer of 2010, photographer Brandon Stanton began an ambitious project -to single-handedly create a photographic census of New York City. The photos he took and the accompanying interviews became the blog Humans of New York. His audience steadily grew from a few hundred followers to, at present count, over twelve million. In 2013, his book Humans of New York, based on that blog, was published and immediately catapulted to the top of the NY Times Bestseller List where it has appeared for over forty-five weeks. Now, Brandon is back with the Humans of New York book that his loyal followers have been waiting for: Humans of New York: Stories. Ever since Brandon began interviewing people on the streets of New York, the dialogue he's had with them has increasingly become as in-depth, intriguing and moving as the photos themselves. Humans of New York: Stories presents a whole new group of people in stunning photographs, with a rich design and, most importantly, longer stories that delve deeper and surprise with greater candor.  Let Brandon Stanton and the Humans of New York he's photographed astonish you all over again next fall.",St. Martin's Press,2015-10-13
205,Tattoo: Celebration Ink on Skin,9781592583263.0,1592583261,"As old as human history &amp; as new as this moment, tattoos have gone from being the domain of outlaw bikers &amp; sailors to becoming cutting-edge body decoration, And this book celebrates the medium for what it is - deeply personal &amp; often provocative art Myriad motifs appear on its pages, from malevolent totems &amp; dark demons to lighthearted graphics, cartoon anime, flowing Japanese-style florals, &amp; old-school flash, in palettes as subtle as black &amp; gray to in-your-face vibrant Day-Glo. Showcasing striking, full-color photographs of this skin art, Tattoo also features the honesr words of a broad spectrum of individuals who have submitted their skin to a tatto artist's needle. When the needle pierces the skin, the whims of the artist &amp; the subjec tbecome permanently embedded on the skin. What inspired these indelible designs? Tattoo invites you to share the unique stories &amp; striking visuals of some anazing ink.",Moseley Road Inc.,2009-01-01
206,Frida Kahlo: Retrospective,9783791350103.0,3791350102,"This companion volume to an ambitious retrospective holds a mirror up to the iconic artist whose work so strongly reflected her life. The life and work of Frida Kahlo were inextricably intertwined. This beautiful monograph celebrates the artist while exploring the lesser-known aspects of her story. Reproductions of Kahlo's paintings are accompanied by a series of illuminating essays that explore the artist s private writings and the intensepublic interest in her life, the role of physical and mental suffering in the creative process, and the coded and doublemeanings hidden in so much of Kahlo s work. In addition, a photographic essay compiled by her grandniece, Cristina Kahlo, features images from the family's private collection. As an icon of female strength and suffering, Frida Kahlo has become something of an art world myth. This scholarly yet profoundly moving illustrated tribute to her life and work offers a measured perspective that rises above the noise of celebrity to discover the true artist and the truth of her art.",Prestel,2010-04-01
207,Capture the Moment: The Pulitzer Prize Photographs,9780393322828.0,393322823,"The defining moments of the tumultuous second half of the twentieth century captured in riveting photographs. Collected here are the Pulitzer Prize-winning photographs (updated to include winners through 2003)&mdash;pictures that influenced our thinking in times of crisis and sometimes stirred us to action. Among them are Joe Rosenthal&#039;s World War II photograph of the raising of the flag over Mount Suribachi on Iwo Jima, commemorating the more than 6,000 marines who died in the battle for that small Pacific island, and Robert Jackson&#039;s photograph of Jack Ruby killing Lee Harvey Oswald, recalling the anguish of the assassination of President John F. Kennedy. The pictures document that we have lived in a violent age, showing the brutalities of war, racism, and despotism. But the Pulitzer photojournalists also recorded tender and compassionate moments, as in Brian Lanker&#039;s pictures of joyous parents at the birth of their child, or Scott Shaw&#039;s photographs of the rescue of a little girl trapped in a well. In coming centuries, these indelible images will inevitably be used to illustrate the triumphs and tragedies of our era. 85 duotone and 37 color photographs.",W. W. Norton & Company,2003-11-24
208,Gonzo: The Art,9780151003877.0,151003874,"A three-decade retrospective of Ralph Steadman&rsquo;s caustic, witty, outrageous art, including illustrations from Fear and Loathing in Las Vegas and the other legendary collaborations with Hunter S. Thompson that spawned &quot;gonzo journalism.&quot; Illustrated throughout in color and black-and-white, with an introduction by Hunter S. Thompson.",Houghton Mifflin Harcourt,1998-10-15
209,The Lizard King: The Essential Jim Morrison,9780859654401.0,859654400,"Poet, shaman, Dionysian drunk, and druggie, Doors lead singer Jim Morrison quickly achieved cult status after his death in 1971. In The Lizard King, Jerry Hopkins reassesses Jim Morrison&#039;s life and provides fresh insights into this powerful and troubled talent, considering him as a human being rather than the myth he has become. At the heart of the book is a series of interviews with Morrison by journalists Ben Fong-Torres, John Tobler, Richard Goldstein, and others. Published uncut, they present a previously unseen Morrison: articulate, intelligent, witty, even self-deprecating. Hopkins includes updates on the people the &quot;erotic politician&quot; left behind.",Plexus Publishing,2010-02-09
210,Riders on the Storm: My Life with Jim Morrison and the Doors,9780385304474.0,385304471,"Here is the book that Rolling Stone called &quot;the first Doors biography that feels like it was written for the right reasons, and it is easily the most informed account of the Doors&#039; brief but brilliant life as a group&quot;.",Delta,1991-09-01
211,Building Soils for Better Crops,9781888626131.0,1888626135,"Building Soils for Better Crops is a one-of-a-kind, practical guide to ecological soil management, now expanded and in full color. It provides step-by-step information on soil-improving practices as well as in-depth background from what soil is to the importance of organic matter. Case studies of farmers from across the country provide inspiring examples of how soil and whole farms have been renewed through these techniques. A must-read for farmers, educators and students alike. Written by University of Vermont plant and soil science professor emeritus Fred Magdoff and Cornell University soil science professor Harold van Es. Produced by Sustainable Agriculture Research and Education (SARE).",SARE Outreach,2010-01-01
212,Blackbird: A Childhood Lost and Found,9780671042554.0,671042556,"With the startling emotional immediacy of a fractured family photo album, Jennifer Lauck's incandescent memoir is the story of an ordinary girl growing up at the turn of the 1970s and the truly extraordinary circumstances of a childhood lost. Wrenching and unforgettable, Blackbird will carry your heart away.  The house on Mary Street was home to Jennifer; her older brother B.J.; their hardworking father, who smelled like aftershave and read her Snow White; and their mother, who called her little daughter Sunshine and embraced Jackie Kennedy's sense of style. Through a child's eyes, the skies of Carson City were forever blue, and life was perfect -- a world of Barbies, Bewitched, and the Beatles. Even her mother's pain from her mysterious illness could be patted away with hairspray, powder, and a kiss on the cheek....But soon, everything Jennifer has come to love and rely on begins to crumble, sending her on a roller coaster of loss and loneliness. In a world unhinged by tragedy, where beautiful mothers die and families are warped by more than they can bear, a young girl must transcend a landscape of pain and mistreatment to discover her richest resource: her own unshakable will to survive.",Atria,2000-10-01
213,The Ethics of What We Eat: Why Our Food Choices Matter,9781594866876.0,1594866872,"Peter Singer, the groundbreaking ethicist whom The New Yorker calls the most influential philosopher alive teams up again with Jim Mason, his coauthor on the acclaimed Animal Factories, to set their critical sights on the food we buy and eat: where it comes from, how it is produced, and whether it was raised humanely. The Ethics of What We Eat explores the impact our food choices have on humans, animals, and the environment. Recognizing that not all of us will become vegetarians, Singer and Mason offer ways to make healthful, humane food choices. As they point out: You can be ethical without being fanatical.",Rodale Books,2007-03-06
214,Zen and the Art of Motorcycle Maintenanc,9780688052300.0,553129236,"The modern epic that transformed a generation and continues to inspire millions -- a penetrating examination of how we live and how to live better.A narration of a summer motorcycle trip undertaken by a father and his son, Zen and the Art of Motorcycle Maintenance becomes a personal and philosophical odyssey into fundamental questions of how to live. The narrator&#039;s relationship with his son leads to a powerful self-reckoning, the craft of motorcycle maintenance leads to an austerely beautiful process for reconciling science, religion, and humanism. Resonant with the confusions of existence, this classic is a touching and transcendent book of life.This new edition is updated with important typographical changes, a penetrating new introduction, and a Reader&#039;s Guide that includes an interview with Pirsig and letters and documents detailing how this extraordinary book came to be.","Morrow, William Company In",
215,Written by Herself:  Autobiographies of American Women: An Anthology,9780679736332.0,679736336,"The bestselling author of The Road from Coorain presents an extraordinarily powerful anthology of the autobiographical writings of 25 women, literary predecessors and contemporaries that include Jane Addams, Zora Neale Hurst, Harriet Jacobs, Ellen Glasgow, Maya Angelou, Sara Josephine Baker, Margaret Mead, Gloria Steinem, and Maxine Hong Kingston.",Vintage,1992-11-17
216,The Hour I First Believed,9780060988432.0,60988436,"When high school teacher Caelum Quirk and his wife, Maureen, a school nurse, move to Littleton, Colorado, they both get jobs at Columbine High School. In April 1999, while Caelum is away, Maureen finds herself in the library at Columbine, cowering in a cabinet and expecting to be killed. Miraculously, she survives, but at a cost: she is unable to recover from the trauma. When Caelum and Maureen flee to an illusion of safety on the Quirk family&#039;s Connecticut farm, they discover that the effects of chaos are not easily put right, and further tragedy ensues.",Harper Perennial,2009-08-04
217,1776,9780743226721.0,743226720,"In this masterful book, David McCullough tells the intensely human story of those who marched with General George Washington in the year of the Declaration of Independence -- when the whole American cause was riding on their success, without which all hope for independence would have been dashed and the noble ideals of the Declaration would have amounted to little more than words on paper.   Based on extensive research in both American and British archives, 1776 is a powerful drama written with extraordinary narrative vitality. It is the story of Americans in the ranks, men of every shape, size, and color, farmers, schoolteachers, shoemakers, no-accounts, and mere boys turned soldiers. And it is the story of the King&#039;s men, the British commander, William Howe, and his highly disciplined redcoats who looked on their rebel foes with contempt and fought with a valor too little known.   At the center of the drama, with Washington, are two young American patriots, who, at first, knew no more of war than what they had read in books -- Nathanael Greene, a Quaker who was made a general at thirty-three, and Henry Knox, a twenty-five-year-old bookseller who had the preposterous idea of hauling the guns of Fort Ticonderoga overland to Boston in the dead of winter.   But it is the American commander-in-chief who stands foremost -- Washington, who had never before led an army in battle. Written as a companion work to his celebrated biography of John Adams, David McCullough&#039;s 1776 is another landmark in the literature of American history.",Simon & Schuster,2006-06-27
218,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",9780767905923.0,76790592,"Maybe it was a grandparent, or a teacher, or a colleague.  Someone older, patient and wise, who understood you when you were young and searching, helped you see the world as a more profound place, gave you sound advice to help you make your way through it.For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago.Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded, and the world seemed colder.  Wouldn&#039;t you like to see that person again, ask the bigger questions that still haunt you, receive wisdom for your busy life today the way you once did when you were younger?Mitch Albom had that second chance.  He rediscovered Morrie in the last months of the older man&#039;s life.  Knowing he was dying, Morrie visited with Mitch in his study every Tuesday, just as they used to back in college.  Their rekindled relationship turned into one final &ldquo;class&rdquo;: lessons in how to live.Tuesdays with Morrie is a magical chronicle of their time together, through which Mitch shares Morrie&#039;s lasting gift with the world.It&rsquo;s been ten years since Mitch Albom first shared the wisdom of Morrie  Schwartz with the world.  Now&ndash;twelve million copies later&ndash;in a new  afterword, Mitch Albom reflects again on the meaning of Morrie&rsquo;s life  lessons and the gentle, irrevocable impact of their Tuesday sessions all  those years ago. . .",Broadway,2002-10-08
219,"The Courage to Teach: Exploring the Inner Landscape of a Teacher's Life,  10th Anniversary Edition",9780787996864.0,787996866,"&quot;This book is for teachers who have good days and bad &mdash; and whose bad days bring the suffering that comes only from something one loves. It is for teachers who refuse to harden their hearts, because they love learners, learning, and the teaching life.&quot; &mdash; Parker J. Palmer [from the Introduction]For many years, Parker Palmer has worked on behalf of teachers and others who choose their vocations for reasons of the heart but may lose heart because of the troubled, sometimes toxic systems in which they work. Hundreds of thousands of readers have benefited from his approach in THE COURAGE TO TEACH, which takes teachers on an inner journey toward reconnecting with themselves, their students, their colleagues, and their vocations, and reclaiming their passion for one of the most challenging and important of human endeavors.This book builds on a simple premise: good teaching cannot be reduced to technique but is rooted in the identity and integrity of the teacher. Good teaching takes myriad forms but good teachers share one trait: they are authentically present in the classroom, in community with their students and their subject. They possess &quot;a capacity for connectedness&quot; and are able to weave a complex web of connections between themselves, their subjects, and their students, helping their students weave a world for themselves. The connections made by good teachers are held not in their methods but in their hearts &mdash; the place where intellect, emotion, spirit, and will converge in the human self &mdash; supported by the community that emerges among us when we choose to live authentic lives.BONUS: Includes an audio CD featuring a 45-minute conversation between Parker Palmer and his colleagues, Marcy Jackson and Estrus Tucker from the Center for Courage &amp; Renewal. They reflect on what they have learned from working with thousands of teachers in their &quot;Courage to Teach&quot; program (www.CourageRenewal.org)and with others who yearn for greater integrity in their professional lives.Note: CD-ROM/DVD and other supplementary materials are not included as part of eBook file.",Jossey-Bass,2007-08-17
220,20th Century Photography (Klotz),9783822886489.0,3822886483,"Cologne's Museum Ludwig features the L. Fritz Gruber Collection of international photography. This book features all the major photographers from this collection, from Richard Avedon to Piet Zwart, and includes biographical details and commentaries on the most important pictures.",Taschen,1996-12-01
221,Introduction to Insect Biology and Diversity,9780195100334.0,195100336,"Extensively revised and reorganized, the second edition of Introduction to Insect Biology and Diversity serves as an ideal text for courses in general entomology with laboratory sections. Written for students who have completed an introductory course in biology, it provides an in-depth treatment of both the biology of insects and their classification, including keys for identification for over four hundred families. The common insects of North America are discussed as well as species found elsewhere in the world.     Parts I and II provide reading material for lectures: Part I: Insects as Organisms, covers morphology, physiology, and behavior, including social behavior. Part II: Insect Ecology, begins with population biology and includes chapters on insects in relation to their environments and pest management. Part III, Insect Diversity, provides source material for the laboratory. The classification of insects, their evolution, and fossil record are discussed first, followed by coverage of each order in terms of general biology and ecology, keys for identification of families, and, in some chapters, discussion of the biologies of families. All insect orders and over four hundred families of insects are treated.     This second edition features new chapters on population biology, insects and microbes, pest management, and methods for making an insect collection. It is illustrated with new line drawings by Barbara Boole Daly and many new photographs, including 48 in color, by Edward S. Ross. A unique feature in a text of this kind, these color photographs allow students to witness a variety of life forms and habits that they normally would not have the opportunity to observe in nature.",Oxford University Press,1998-03-19
222,Hillbilly Elegy [movie Tie-In],9780063045989.0,63045982,"THE #1 NEW YORK TIMES BESTSELLER IS NOW A MAJOR-MOTION PICTURE DIRECTED BY RON HOWARD AND STARRING AMY ADAMS, GLENN CLOSE, AND GABRIEL BASSO ""You will not read a more important book about America this year.""--The Economist ""A riveting book.""--The Wall Street Journal ""Essential reading.""--David Brooks,New York Times Hillbilly Elegy is a passionate and personal analysis of a culture in crisis--that of white working-class Americans. The disintegration of this group, a process that has been slowly occurring now for more thanforty years, has been reported with growing frequency and alarm, but has never before been written about as searingly from the inside. J. D. Vance tells the true story of what a social, regional, and class decline feels like when you were born with it hung around your neck. The Vance family story begins hopefully in postwar America. J. D.'s grandparents were ""dirt poor and in love,"" and moved north from Kentucky's Appalachia region to Ohio in the hopes of escaping the dreadful poverty around them. They raised a middle-class family, and eventually one of their grandchildren would graduate from Yale Law School, a conventional marker of success in achieving generational upward mobility. But as the family saga of Hillbilly Elegy plays out, we learn that J.D.'s grandparents, aunt, uncle, sister, and, most of all, his mother struggled profoundly with the demands of their new middle-class life,neverfully escaping the legacy of abuse, alcoholism, poverty, and trauma so characteristic of their part of America. With piercing honesty, Vance shows how he himself still carries around the demons of his chaotic family history. A deeply moving memoir, with its share of humor and vividly colorful figures, Hillbilly Elegy is the story of how upward mobility really feels. And it is an urgent and troubling meditation on the loss of the American dream for a large segment of this country.",HarperCollins Publishers,2020-11-17
223,Sextrology: The Astrology of Sex and the Sexes,9780060586317.0,60586311,"Sextrology draws insight from modern astrology to help people find their perfect sexual matches. This book takes an original, smart and sexy approach to evaluating astrological identities, and will again have people asking, &#039;What&#039;s your sign?&#039;.In sophisticated, uninhibited language, Sextrology accomplishes what no existing astrology book has ever achieved: it candidly explores sexual relationships from an astrological perspective without insulting the reader with new-age mumbo jumbo or sugary advice for capturing a mate. Sextrology uncovers the naked truth of all possible cosmic couplings with candour, imaginations, and a wry sense of humour. It focuses on the 24 sex signs, pointing out the difference between men and women of each sign, their particular sexual psychology and behaviour, secret desires, and even physical attributes. Both straight and gay sex are explored for each sex sign, while desires, turn-offs, fantasies, and foibles are investigated in titillating detail. No stone is left unturned in this provocative, highly entertaining look at the sexes and sexual relationships.",William Morrow Paperbacks,2004-01-06
224,May It Please the Court: The Most Significant Oral Arguments Made Before the Supreme Court Since 1955,9781565840522.0,1565840526,"This unique insider&#039;s look at the Supreme Court in session includes live recordings and transcripts of actual landmark cases, including Miranda v. Arizona (the right to remain silent), Roe v. Wade (abortion rights), Bowers v. Hardwick (gay rights), Regents v. Bakke (reverse discrimination), Loving v. Virginia (interracial marriage), United States v. Richard Nixon (Watergate), and many others. Previously only available through a visit to the National Archive in Washington, these tapes bring pivotal moments in American legal history to life.","New Press, The",1994-09-01
225,White Like Me: Reflections on Race from a Privileged Son,9781933368993.0,1933368993,"Racial privilege shapes the lives of white Americans in every facet of life, from employment and education to housing and criminal justice. Using stories from his own life, Tim Wise shows that racism not only burdens people of color, but also benefits those who are &quot;white like him&quot;  whether or not they&rsquo;re actively racist. Using stories instead of stale statistics, Wise weaves a compelling narrative that assesses the magnitude of racial privilege and is at once readable and scholarly, analytical yet accessible.",Soft Skull Press,2007-12-28
226,The Way of the World: A Story of Truth and Hope in an Age of Extremism,9780061430626.0,61430625,"From Pulitzer Prize-winning journalist and bestselling author Ron Suskind comes a startling look at how America and the West lost their way, and at the struggles of their respective governments to reclaim the moral authority on which their survival depends. From the White House to Downing Street, and from the fault-line countries of South Asia to the sands of Guantanamo, Suskind offers an astonishing story that connects world leaders to the forces waging today&#039;s shadow wars and to the next generation of global citizens. Tracking down truth and hope, Suskind delivers historic disclosures with this emotionally stirring and strikingly original portrait of the post 9-11 world.",Harper,2008-08-05
227,The Red Queen: Sex and the Evolution of Human Nature,9780140245486.0,140245480,"Two fascinating questions lie at the heart of The Red Queen: Why is Homo sapiens a sexual species, and what implications does this have for human nature? That man is sexual may seem unremarkable, yet in fact not all plants and animals need to have sex to reproduce; simple cloning is practiced by many animals with much greater efficiency. To understand how life evolves, and what benefit sex provides for humans, we must think like the Red Queen in Lewis Carroll&#039;s Through the Looking-Glass, who had to keep running just to stay in place. According to a controversial yet persuasive new theory, evolution is not about progress, but about changing in order to survive. Because humans are in a perpetual battle with the parasites lurking within our bodies, we need to be able to change molecular locks as fast as parasites invent new keys. Sex enables us to alter genetic combinations every generation. Sex, then, is a vital weapon in disease resistance. It enables us to change, not so we progress ahead, but so we avoid falling behind. But what does all this mean for human nature? From a lucid overview of the Red Queen theory, Matt Ridley follows the logic of its argument into the heart of human behavior. For just as the human eye is a product of evolution, so is human nature. Evolutionary theory provides the clues to help us understand fundamental facts about human beings, from our fashion consciousness to our &quot;system of monogamy plagued by adultery.&quot; Ridley&#039;s probing mind asks a series of provocative questions. Is mankind naturally polygamous like most of our ape relatives? Are men and women mentally different as well as physically, and if so why? Why do people share so many sexual habits withswallows? Are our notions of human beauty arbitrary, or is there method in them? Jumping into the middle of the debate over the definition of &quot;human nature, &quot; The Red Queen offers an extraordinary new way of interpreting the human condition and how it has evolved. It throws fresh light",Penguin Books,1995-06-01
228,Covered with Night,9781631495878.0,1631495879,"Library Journal * ""Books and Authors to Know: Titles to Watch 2021"" An immersive tale of the killing of a Native American man and its far-reaching implications for the definition of justice from early America to today. On the eve of a major treaty conference between Iroquois leaders and European colonists in the distant summer of 1722, two white fur traders attacked an Indigenous hunter and left him for dead near Conestoga, Pennsylvania. Though virtually forgotten today, this act of brutality set into motion a remarkable series of criminal investigations and cross-cultural negotiations that challenged the definition of justice in early America. In Covered with Night, leading historian Nicole Eustace reconstructs the crime and its aftermath, bringing us into the overlapping worlds of white colonists and Indigenous peoples in this formative period. As she shows, the murder of the Indigenous man set the entire mid-Atlantic on edge, with many believing war was imminent. Isolated killings often flared into colonial wars in North America, and colonists now anticipated a vengeful Indigenous uprising. Frantic efforts to resolve the case ignited a dramatic, far-reaching debate between Native American forms of justice--centered on community, forgiveness, and reparations--and an ideology of harsh reprisal, unique to the colonies and based on British law, which called for the killers' swift execution. In charting the far-reaching ramifications of the murder, Covered with Night--a phrase from Iroquois mourning practices--overturns persistent assumptions about ""civilized"" Europeans and ""savage"" Native Americans. As Eustace powerfully contends, the colonial obsession with ""civility"" belied the reality that the Iroquois, far from being the barbarians of the white imagination, acted under a mantle of sophistication and humanity as they tried to make the land- and power-hungry colonials understand their ways. In truth, Eustace reveals, the Iroquois--the Six Nations of the Haudenosaunee, as they are known today--saw the killing as an opportunity to forge stronger bonds with the colonists. They argued for restorative justice and for reconciliation between the two sides, even as they mourned the deceased. An absorbing chronicle built around an extraordinary group of characters--from the slain man's resilient widow to the Indigenous diplomat known as ""Captain Civility"" to the scheming governor of Pennsylvania--Covered with Night transforms a single event into an unforgettable portrait of early America. A necessary work of historical reclamation, it ultimately revives a lost vision of crime and punishment that reverberates down into our own time.",Liveright Publishing Corporation,2021-04-27
